doc_id_unique,ent_text,age_prediction
My_pdf220new_method_34_198,"Healthy Male Sprague Dawley rats (8-10 weeks) were bought from the Experimental Animal Center of Suzhou Aiermaite technology Co. Ltd., Jiangsu, China (No. SCXK (Su)","

AGE: 8-10 weeks"
My_pdf82new_method_89_559,"In total 48 3-4 months old C57BL/6J mice (Nijmegen, 24 mice: Harlan Laboratories Inc., Horst, the Netherlands; Münster, 24 mice 3-4 months old in-house bred C57BL/6J mice) were used for this cross-institutional, randomized, and double-blind controlled study (blinded for investigators and outcomes assessor) conducted at the preclinical imaging center (PRIME) of the Radboudumc (Nijmegen, the Netherlands) and the European Institute for Molecular Imaging (EIMI, Münster,","

AGE: 3-4 months"
My_pdf82new_method_4202_4356,"3 months old, male C57BL/6J mice underwent right tMCAo (30 minutes), using an intraluminal occlusion model as described elsewhere with minor modifications","

AGE: 3 months"
My_pdf596_method_3299_3345,"Normal adult NIH-Nude rats (n = 5, 8 week-old,","

AGE: 8 weeks"
My_pdf596_method_3347_3454,"Taconic, Germantown, New York, United States) were used to test the tumorigenic potential of the SD56 hNSCs","

AGE: AGE NOT SPECIFIED"
My_pdf596_method_4675_5095,"Sprague Dawley adult male rats (n = 17, 275g-310g, Charles River Laboratories, Wilmington, Massachusetts, United States) were subjected to one and a half hour suture occlusion of the middle cerebral artery (MCAO), as previously described [49] and immunosuppressed 2 days before cell transplantation and daily thereafter for one week with i.p. injections of cyclosporine A (20 mg/ml, Sandimmune, Novartis Pharmaceuticals)","

AGE: adult"
My_pdf933_method_1693_1768,Experiments were performed on adult male Wistar rats weighing 250 to 300 g.,"

AGE: adult"
My_pdf879_method_53_235,"Prepubertal (5 to 6 weeks old) male or female as well as 11-25-day-old male albino guinea pigs (Crl(HA)Br; Charles River Wilmington, MA) were used in the experiments described herein","

AGE: Prepubertal  
AGE: 11-25 days"
My_pdf177new_method_34_188,The hemisection spinal cord injury model was developed using specific-pathogen-free (SPF) Wistar rats (N = 130 with 65 male and 65 female; age: 4-6 weeks),"

AGE: 4-6 weeks"
My_pdf194new_method_53_190,"Eighty 8-week-old G93A-SOD1 mice (Nanjing, China, batch number: J002726) which all express high copy number of mutant genes were selected","

AGE: 8 weeks"
My_pdf685_method_34_172,"A total of 200 male C57BL/6J mice (6-8 weeks old) were purchased from the National Center for Laboratory Animals Sciences (Taipei, Taiwan)","

AGE: 6-8 weeks"
My_pdf102new_method_448_686,"All the experiments used 6-12-week-old female C57BL/6 mice (The Jackson Laboratory, Bar Harbor, ME), which were maintained in a virus-free environment and treated in accordance with the NIH Laboratory Animal Resources Commission standards","

AGE: 6-12 weeks"
My_pdf15new_method_385_614,Adult male Fisher 344 rats (225-250 g at time of lesion) received a unilateral lesion of the nigrostriatal dopamine system with stereotaxic injections of 6-OHDA into both the left medial forebrain bundle and left substantia nigra,"

AGE: adult"
My_pdf116new_method_47_203,"Adult male Sprague-Dawley rats, weighing 220-300 g, were used in this study and were purchased from the Laboratory Animal Center of Central South University","

AGE: adult"
My_pdf365new_method_177_272,"Eight-ten week old male C57BL6 mice (20$_{e}$25 g, Charles River Breeding Laboratory) were used","

AGE: 8-10 weeks"
My_pdf11new_method_3183_3387,"Five weeks old Hsd:Athymic male nude mice (Harlan laboratories, Horst, Netherlands) were inoculated with U87MG human glioma cells expressing firefly luciferase (luciferase activity not used in this study)","

AGE: 5 weeks"
My_pdf310new_method_51_223,CYP27B1 wild type (WT) and knockout (KO) female mice (8-12 weeks old) were generated from heterozygous mice and maintained in the Department of Biochemistry$_{'}$s vivarium,"

AGE: 8-12 weeks"
My_pdf25new_method_108_272,"Adult male Wistar rats (200-250g) were housed in standard cages in a temperature controlled room (22-24ºC), humidity (40-60%), and light period (12h dark-12h light)","

AGE: adult"
My_pdf554new_method_47_142,"The present study included 30 adult male Sprague-Dawley rats, weighing between 250 g and 350 g.","

AGE: adult"
My_pdf288new_method_200_280,"They were weaned at 30 days of age, and randomly divided into 4 treatment groups","

AGE: 30 days"
My_pdf698_method_34_129,Adult common marmosets were purchased from the colony at the Biomedical Primate Research Centre,"

AGE: adult"
My_pdf441new_method_173_491,"Adult (8-10 weeks of age), male Bagg albino inbred 'c' strain (BABL/c) mice (weighing 18-22 g) purchased from Experimental Animal Center of Chinese Academy of Medical Sciences, People's Republic of China, were housed in temperature-controlled rooms with 12-hr light/dark cycles with food and water available ad libitum","

AGE: 8-10 weeks"
My_pdf574new_method_96_217,"Adult male C57BL/6J mice (age: 2 to 3 months, weight: 24 to 28 g) were purchased from Charles River (Wilmington, MA, USA)","

AGE: 2 to 3 months"
My_pdf638_method_4193_4330,"In all, 120 mice (6 gender balanced groups of 20 mice) were fitted with pumps at 12 weeks of age and were treated chronically for 28 days","

AGE: 12 weeks"
My_pdf88new_method_62_233,"Male Wistar rats (6-8 weeks old, 270-330 g) were purchased from the laboratory animal center of the Second Affiliated Hospital of Harbin Medical University (Harbin, China)","

AGE: 6-8 weeks"
My_pdf609_method_3833_4170,Seven week-old female C57BL/6 J wild-type mice and ICR Wim-6 (hIL-6-BAC-Luc) mice were subcutaneously injected with 200 μ gof myelin-oligodendroglial glycoprotein (MOG$_{35}$$_{-}$$_{55}$) peptide (AnaSpec) in incomplete Freund's adjuvant (Difco Laboratories) supplemented with Mycobacterium tuberculosis H37Ra (CFA) (Difco Laboratories),"

AGE: 7 weeks  
AGE: AGE NOT SPECIFIED"
My_pdf920_method_2152_2391,"Female NODscid mice (transferred from StemCells Inc, the Jackson Laboratory, stock # 001303), 8-10 weeks of age were anesthetized with tribromoethanol (312.5 mg/kg i.p. bolus) and vertebral T9 exposed by laminectomy as previously described","

AGE: 8-10 weeks"
My_pdf927_method_61_520,"Adult (12-16 week old) C57Bl/6 wild-type (WT) mice (Jackson Laboratories, Bar Harbor, Maine) and PPAR δ knockout (KO) mice (NIH, Bethesda, Maryland) were housed in a specific pathogen free environment, 5 mice per cage with free access to drinking water and standard mouse chow (Harlan Teklad, Madison, WI), with or without the PPAR δ agonist, GW0742 (GlaxoSmithKline, Research Triangle Park, NC); diets were prepared in our Diet Core Lab at the Primate Center","

AGE: 12-16 weeks"
My_pdf973_method_44_311,"Experiments were carried out on 20 young (3-4m o n t h s, 250-350 g) male Sprague-Dawley rats, kept under constant temperature of 21 °C and under a 12 h light/dark cycle (light, 7:00 A.M. to 7:00 P.M.; dark, 7:00 P.M. to 7:00 A.M.), with free access to food and water","

AGE: 3-4 months"
My_pdf4new_method_61_238,"For this study, 8-week-old C57BL/6J mice (Janvier, St Bethervin, France) were used in accordance with the ARVO Statement for the Use of Animals in Ophthalmic and Vision Research","

AGE: 8 weeks"
My_pdf928_method_462_659,"Female SJL/J mice, age 10-12 weeks, were purchased from JANVIER (LE GENEST-ST-ISLE, France) and housed in the animal facilities of the medical faculty of the Otto-von-Guericke-University, Magdeburg","

AGE: 10-12 weeks"
My_pdf545new_method_67_192,"Sprague-Dawley rats (4-6 weeks old) (Cat# 10395233, RRID: RGD_10395233) were purchased from Shanghai Laboratory Animal Center","

AGE: 4-6 weeks"
My_pdf711_method_3493_3757,"Fifty male Wistar rats (8 weeks old; weight at the beginning, 250 50 g) were purchased from the National Laboratory Animal Center, Taipei, Taiwan, and housed in a room under controlled temperature (24 2 ° C), relative humidity (50 10%), and 12-hr light dark cycles","

AGE: 8 weeks"
My_pdf975_method_21_142,Adult male Wistar rats (250-300 g) were obtained from the Central Animal House of Universidade do Extremo Sul Catarinense,"

AGE: adult"
My_pdf138new_method_71_201,"Male Sprague Dawley (SD) rats weighing 200-230 g (8 weeks old) were obtained from Zhejiang Medical Animal Centre (Hangzhou, China)","

AGE: 8 weeks"
My_pdf426new_method_41_176,We used a total of 68 adult male Fisher 344 rats (9 weeks old at the beginning of training; 160-180 g; Charles River Laboratories Japan,"

AGE: 9 weeks"
My_pdf426new_method_74_84,Fisher 344,"

AGE: AGE NOT SPECIFIED"
My_pdf426new_method_179_184,Inc.),"

AGE: AGE NOT SPECIFIED"
My_pdf755_method_907_1027,"For the standard model of ECM, 8-week-old female C57BL/6 mice (The Jackson Laboratory, USA) were infected and uninfected","

AGE: 8 weeks"
My_pdf755_method_1029_1052,mice served as controls,"

AGE: AGE NOT SPECIFIED"
My_pdf755_method_1823_1964,"After 2 weeks on the formulation diets (5 weeks of age), 10 mice were infected and five uninfected mice served as controls in each diet group","

AGE: 5 weeks"
My_pdf998_method_235_303,Adult Wistar rats weighing 140-170 g were used throughout this study,"

AGE: adult"
My_pdf218new_method_267_548,"Briefly, as previously described [38],A β$_{1}$$_{-}$$_{42}$ (4 μ g) was injected once into the bilateral hippocampus (anterior posterior position-2.0 mm, medial-lateral position ±1.6 mm, dorsoventral 1.5 mm from Bregma) of male C57B/6 mice (6-month old) by a stereotaxic apparatus","

AGE: 6 months"
My_pdf798_title^abstract_795_977,The present study was conducted in a model of mild neuroinflammation using a lipopolysaccharide (LPS) challenge that was not an endotoxaemic dose (0.5 mg/kg i.p.) in young adult rats,"

AGE: young adult"
My_pdf798_method_19_143,"Seventy-six adult (aged 12 wk) male Wistar Hannover rats (HsdHan:Wist, from Harlan Ibe ' rica), weighing 225-250 g were used","

AGE: 12 weeks"
My_pdf906_method_34_190,Albino male mice of the CD1 strain (25-30 g) provided by the ' Servicio de Experimentación y Producción Animal ' (SEPA) of the University of Cádiz were used,"

AGE: AGE NOT SPECIFIED"
My_pdf753_title^abstract_870_1014,"Adult male mice were subjected to controlled cortical impact (CCI) (velocity=3 m/sec, depth=1.0 mm, contact time=150 msec) to the exposed cortex","

AGE: adult"
My_pdf753_method_263_326,"C57BL/6 male mice (8-12 weeks, 22-28 g) were used in this study","

AGE: 8-12 weeks"
My_pdf533new_method_429_505,The experimental animals were adult male Wistar rats (body weight 300-350 g),"

AGE: adult"
My_pdf416new_title^abstract_637_743,Hydrocephalus was induced in sixteen 7-day-old pup rats by injection of 20% kaolin into the cisterna magna,"

AGE: 7 days"
My_pdf416new_method_653_766,Seven-day-old infantile rats were submitted to hydrocephalus induction by the kaolin 20% injection method.$^{18}$,"

AGE: 7 days"
My_pdf964_method_35_135,"Twelve adult female Long Evans hooded rats (260-330 g), raised at the Lethbridge vivarium, were used","

AGE: adult"
My_pdf18new_method_1647_1712,The 90 adult rats were randomly divided into three groups (n = 30,"

AGE: adult"
My_pdf820_method_194_323,Adult male Sprague-Dawley (SD) rats weighing 260 to 300 g were obtained from the Experimental Animal Center of Qingdao University,"

AGE: adult"
My_pdf845_method_3956_4171,"Twentyeight adult female Wistar rats (2.5 months old, 200-230g) were anaesthetized using a mixture, in the same syringe, of 0.04 ml of Medetomidine (Domtor, Pfizer) and 0.15 ml of ketamine (from a stock of 25 mg/ml)","

AGE: 2.5 months"
My_pdf889_title^abstract_386_554,"In this paper, we describe the effects of non-angiogenic and angiogenic doses of VEGF165 on macrophage density and histology of normal and ischemic brains of adult rats","

AGE: adult"
My_pdf889_method_343_435,"Adult male Sprague-Dawley rats, weighing between 250-320g, were subjected to middle cerebral","

AGE: adult"
My_pdf842_method_10865_11197,"EAE was induced in C57BL/6 female mice at 6-8 weeks of age by subcutaneous immunization with MOG$_{35}$$_{-}$$_{55}$ (300 μ g; peptide synthesis section, CBM, CSIC, Madrid, Spain) and 200 μ g of Mycobacterium tuberculosis (H37Ra Difco, Franklin Lakes, NJ, USA) in a 1 ∶ 1 mix with incomplete Freund ' s adjuvant (CFA, Sigma, #F5506)","

AGE: 6-8 weeks"
My_pdf48new_method_5706_5804,At 50 days of age mice were separated into Drug Treatment (DRUG) and Vehicle Control (CTRL) groups,"

AGE: 50 days"
My_pdf619_method_589_792,"Male Wistar adult rats of 10-12 weeks of age, weighing 250-270 g, and of clean grade were purchased from the Laboratory Animal Center of Hebei Medical University, China (license No. SCXK (Ji) 2008-1-003)","

AGE: 10-12 weeks"
My_pdf645_method_27_177,"Adult, male Sprague-Dawley rats, weighing 250-350 g, were supplied by the National Laboratory Animal Breeding and Research Center, Taipei, Taiwan, ROC","

AGE: adult"
My_pdf369new_method_178_463,"GEPR-9 s were tested 3 times at weekly intervals between 6 and 8 weeks of age, and only animals that showed a stage 8-9 (GEPR-9 s) audiogenic seizure in all 3 exposures to sound stimulation were used for these experiments (for details, see the audiogenic stimulation protocol paragraph","

AGE: 6-8 weeks"
My_pdf369new_method_3869_4157,Rats (32 animals for each dose and 10 for each vehicle) started treatment at ∼ P70 (10 weeks of age) and were kept on the drug for 10 additional weeks; treatment was then stopped and animals were normally housed for 4 more weeks in order to evaluate possible withdrawal effects (Scheme 1),"

AGE: 10 weeks"
My_pdf817_method_7115_7232,"At 2 to 4 months of age, Angelman syndrome mice received a single 700 m g dose of non-targeting control ASO or ASO A.","

AGE: 2-4 months"
My_pdf674_method_1591_1778,"Male C57BL/6 mice (10 weeks old, 23.80 1.32 g, from Shanghai SIPPR-BK Laboratory Animal Company) were housed five per cage and maintained on a 12 h light-dark cycle in standard conditions","

AGE: 10 weeks"
My_pdf577new_method_58_173,"Adult male ICR mice (8-10 weeks, 25-35 g) were purchased from the Comparative Medical Centre of Yangzhou University","

AGE: 8-10 weeks"
My_pdf872_method_47_177,"A total of 41 male 8 week old mice (C57BL/6; Jackson Laboratory; Bar Harbor, ME) weighing 22-25 g at the start of study, were used","

AGE: 8 weeks"
My_pdf875_title^abstract_499_724,"In the current study, we additionally assessed the protective efficacy of pioglitazone treatment on acute mitochondrial respiration, as well as functional and anatomical recovery after contusion SCI in adult male C57BL/6 mice","

AGE: adult"
My_pdf875_method_34_228,"Adult male C57BL/6 mice (n = 64) (Jackson Laboratories, Bar Harbor, Maine) were housed in a vivarium at 25°C under a 12 hour light/dark cycle and were allowed access to food and water ad libidum","

AGE: adult"
My_pdf57new_method_2219_2446,"At the age of 21 days, offspring were weaned, housed in a colony room with a 12:12-h (light:dark) photo-regimen, and permitted free access to food and distilled water. A total of 80 control (40 males and 40 females; mean weight","

AGE: 21 days"
My_pdf57new_method_2448_2552,48.7g) and 80 lead-exposed rats (40 males and 40 females; mean weight 46.9g) were used in the experiment,"

AGE: AGE NOT SPECIFIED"
My_pdf346new_method_181_335,"For radioligand binding experiments, fresh tissue from a total of 21 young adult male Macaca fascicularis primates (between 4 and 5.5 years old) were used","

AGE: 4-5.5 years"
My_pdf803_title^abstract_241_345,Adult female Wistar rats (n = 24) were injured with controlled cortical impact and divided into 3 groups,"

AGE: adult"
My_pdf660_method_31_167,Female C57BL/6J mice were maintained at the animal facilities of the Tokyo Metropolitan Institute for Neuroscience and were 6 to 8 weeks,"

AGE: 6-8 weeks"
My_pdf660_method_169_203,of age at the time of immunization,"

AGE: AGE NOT SPECIFIED"
My_pdf835_method_1446_1729,"Briefly, SD rats (8 weeks old, male, 270-300 g) were anesthetized with 4% isoflurane and maintained with 1.5% isoflurane in 70% N$_{2}$Oand30%O$_{2}$. Body temperature was maintained at 37.0 to 37.5 °C (measured rectally) with heating pads throughout the surgery and occlusion period","

AGE: 8 weeks"
My_pdf658_title^abstract_622_778,"In mice aged 45 days, treated with fluoxetine in the postnatal period P3-P15, we examined the dendritic arbor of the granule cells of the dentate gyrus (DG)","

AGE: 45 days"
My_pdf352new_method_42_158,"Female Wistar rats aged 6-7 weeks (weight range, 120-140 g) from our own breeding facilities were used in this study","

AGE: 6-7 weeks"
My_pdf105new_method_242_459,"A total of 60 male Sprague-Dawley (SD) rats (weight, 180-220 g; age, 8-9 weeks) were provided by the Laboratory Animal Center of Hunan University of Chinese Medicine [License no. SYXK(Xiang)2009-0001; Changsha, China]","

AGE: 8-9 weeks"
My_pdf77new_title^abstract_607_682,Fetal sheep at 90 d of gestation were subjected to umbilical cord occlusion,"

AGE: 90 days"
My_pdf77new_method_45_188,Fifteen pregnant Gotland sheep ewes underwent aseptic surgery (Isofluran 1.5%) at 89-90 GA (term = approximately 147 d) as previously described,"

AGE: 89-90 GA"
My_pdf84new_method_145_295,"Adult male Sprague-Dawley rats (Charles River Laboratories, Gilroy, CA), 250-350 g, were fasted overnight to ensure uniform basal blood glucose levels","

AGE: adult"
My_pdf805_method_1549_1705,"Adult mice were anaesthetized and intravitreally injected with 0.6 m l, 1.5 or 2.5 mM rotenone or 0.6 m l dimethyl sulphoxide (DMSO) as described previously","

AGE: AGE NOT SPECIFIED"
My_pdf37new_method_941_1291,"At the age of 1 month, mice intended to be diabetic were injected with streptozotocin (Sigma, St. Louis, MO) intraperitoneally once daily for each of three consecutive days with doses of 60 mg/kg, 50 mg/kg, and then 40 mg/kg, while mice intended to be non-diabetic were injected with volume-matched carrier (sodium citrate) for three consecutive days","

AGE: 1 month"
My_pdf714_method_2728_2995,"Pathogen-free, adult female Sprague-Dawley rats (150-200 g; Harlan Laboratories, Madison, WI) were housed in temperature (23 ± 3°C) and light (12-h light: 12-h dark cycle; lights on at 07:00 h) controlled rooms with standard rodent chow and water available ad libitum","

AGE: adult"
My_pdf192new_method_2905_3088,"Experimental SD rats (6-8 weeks old, weighting 200 ± 20 g) were purchased from the Pharmacology Experimental Center of Harbin Medical University and acclimatized for 1 week before use","

AGE: 6-8 weeks"
My_pdf588_method_25_185,"Following approval by the Institutional Animal Care and Use Committee, anesthesia was induced in 60 adult male Wistar rats, each weighing between 300 and 450 g.","

AGE: adult"
My_pdf468new_method_42_133,"In this study, experiments were conducted using male mice of ICR strain at 6-7 weeks of age","

AGE: 6-7 weeks"
My_pdf141new_method_46_123,"Adult CD1 mice (male, 25-35 g) were purchased from Charles River Laboratories","

AGE: adult"
My_pdf246new_method_128_348,"Adult male Sprague$_{-}$Dawley rats, of specific pathogen-free grade, weighing 200$_{-}$250 g, were anesthetized, a median longitudinal incision was made on the backs of rats, taking the T10 spinous process as the center","

AGE: adult"
My_pdf976_method_28_165,"Adult male Wistar rats (12 weeks age, Charles River, Barcelona, Spain), weighing 250-350 g at the beginning of the experiments, were used","

AGE: 12 weeks"
My_pdf207new_method_692_817,"60 male C57BL/6J mice (8 weeks) were provided by the Vital River Laboratories (Qualified No.: SCXK 2012-0001, Beijing, China)","

AGE: 8 weeks"
My_pdf256new_method_24_99,Experimental studies were performed on 6-monthold New Zealand white rabbits,"

AGE: 6 months"
My_pdf46new_method_3115_3265,"Male adult rat offspring, 105 to 140 days of age and weighing 370 to 500 g were anesthetized with urethane (two injections of 0.75 g/kg, 30 min apart)","

AGE: 105-140 days"
My_pdf46new_method_4387_4537,"Male adult rat offspring, 105 to 140 days of age and weighing 370 to 500 g were anesthetized with urethane (two injections of 0.75 g/kg, 30 min apart)","

AGE: 105-140 days"
My_pdf262new_method_56_168,"Sixty-two 6-week-old female ICR mice were prepared from Nihon Clea Inc. (Tokyo, Japan) and divided into 3 groups","

AGE: 6 weeks"
My_pdf580_method_3523_3666,"Adult 8-10-week-old female C57BL/6 mice were anaesthetized with ketamine/xylazine, and a laminectomy was performed at the T9-10 vertebral level","

AGE: 8-10 weeks"
My_pdf241new_method_41_348,"Adult male albino Wistar rats (3-5 months old), weighing 200-250 g (purchased from Indian Veterinary Research Institute, Izatnagar, India), were employed in the present study and were housed in animal house with free access to water and standard laboratory pellet chow diet (Kisan Feeds Ltd., Mumbai, India)","

AGE: 3-5 months"
My_pdf301new_method_2302_2473,"Male APPswe/PSENldE9 transgenic mice aged 14-to 15-monthold (50 mice) were randomly divided into 5 groups, as well as age-matched non-transgenic mice (23 mice) as controls","

AGE: 14-15 months"
My_pdf301new_method_3825_3996,"Male APPswe/PSENldE9 transgenic mice aged 14-to 15-monthold (50 mice) were randomly divided into 5 groups, as well as age-matched non-transgenic mice (23 mice) as controls","

AGE: 14-15 months"
